dialogue_id,company_author,created_at,n_turns,first_customer_msg,weak_label,predicted_intent,escalated_to_dm
602818,Uber_Support,2017-12-03T22:02:40+00:00,2,do you deliver to the door?,delivery_order_status,delivery_order_status,False
772425,TMobileHelp,2017-10-12T00:46:03+00:00,4,"when preordering the X on Oct 27, will I have to pay the full amount or anything for that matter?",other,other,True
26281,ChipotleTweets,2017-11-02T17:37:21+00:00,3,y’all really screwed me over by not adding any of the extras I specified on my mobile order 😒😭,delivery_order_status,delivery_order_status,False
96014,AmericanAir,2017-11-30T16:05:17+00:00,2,Huge shout out to the crew of @AmericanAir  flight 339 DFW to MIA.   Thank you for taking such good care of my family!!,feature_request_or_praise,feature_request_or_praise,False
507197,HPSupport,2017-12-01T21:19:03+00:00,3,[TYPE YOUR QUESTION HERE] #hppsdr #ijkhelp,other,other,False
261865,TMobileHelp,2017-10-05T21:35:29+00:00,2,whats up with the advertisements on the lock screen? Annoying! How do I turn them off?,other,other,True
598410,HPSupport,2017-12-03T19:15:40+00:00,2,please help with my blue screen error! This is the only way I can contact you since your phone lines are only open when I’m at work,technical_issue,technical_issue,True
324603,AmericanAir,2017-10-07T14:45:14+00:00,4,you changed my flight without any notification &amp; have delayed our arrival by 5hrs. This is the last trip I take with American.,other,other,False
585075,Uber_Support,2017-12-03T14:42:17+00:00,3,As if @115873 charged me £6.80 for a CANCELLED trip surely that’s robbery lmao,billing_refund,billing_refund,False
45448,AmericanAir,2017-11-22T20:46:16+00:00,2,Why do you delay my flight and then make me sit on the airplane while y’all finish getting stuff together. Ready to get home @AmericanAir,other,other,False
623386,TMobileHelp,2017-11-22T17:42:54+00:00,2,how hard would it be to swap my phone out for a galaxy note 8?????,other,other,True
605222,GWRHelp,2017-11-22T10:11:03+00:00,3,why do I constantly find Theale car park full? Forced to park 0.5 miles away. Station master says it’s used by Amazon staff for adjacent depot. @AmazonHelp,other,other,False
628358,AmericanAir,2017-11-22T15:03:19+00:00,2,We got lucky with this brand new plane with only like 40 people on it 👌🏻🙌🏻 @AmericanAir,other,other,False
548810,GWRHelp,2017-12-02T17:19:27+00:00,2,"why is the 1650 ""express"" from exeter to exmouth stopping at  exton and camp when its  late and actually not supposed to stop.",other,other,False
349752,AmazonHelp,2017-10-08T06:51:50+00:00,4,Is it wise to have prime membership in @119625 ?,other,other,False
638536,AirAsiaSupport,2017-11-22T14:37:20+00:00,2,When will your site be back up? It;s down and I want to book a flight :(,other,other,False
715440,AmazonHelp,2017-10-10T23:40:01+00:00,8,Amazonってカードの分割出来なかったけ？？ https://t.co/kP3yEXoHji,other,other,False
480049,AmericanAir,2017-12-01T12:43:49+00:00,6,can you tell me why AA 2112 is delayed so long?,other,other,False
557663,AskLyft,2017-12-02T18:28:06+00:00,2,can I set the app to only send me push notifications when my ride is arriving as opposed to both push and SMS about the ride arriving?,other,other,True
151699,UPSHelp,2017-11-24T14:28:46+00:00,4,"@UPSHelp @150659 you guys miss delivered and called me the blame me because package lost ? I have camera at home and I can prove ups recover came to my house, @81 save me, teach @UPSHelp  not to blame costumers",delivery_order_status,delivery_order_status,True
790298,AmericanAir,2017-10-12T12:06:23+00:00,2,Did @AmericanAir lower their windows in the plane? Im average height and feel like a giant trying to look out the window.. #raisethewindow,other,other,False
291460,SpotifyCares,2017-10-05T13:05:34+00:00,4,"Hi, we have a verified spotify account but don't seem to be able to create a playlist as an artist, only via personal accounts (problem: not our band but private account is shown &amp; fans get redirected to the personal account which is bad for traffic). #help #dtv",other,other,False
500584,VirginAmerica,2017-12-01T19:03:21+00:00,5,Can I be upgraded to first class next week just because I'm exhausted and the internet has been so triggering lately and I feel like I just deserve it right now?,other,other,False
643411,sainsburys,2017-11-11T10:45:42+00:00,5,That's bordering on deceptive @sainsburys https://t.co/jkEPvwIC7v,other,other,False
48835,marksandspencer,2017-11-01T13:01:53+00:00,2,"my mum was gutted when you stopped selling your crispbreads,thank goodness @Morrisons do an alternative 😁",other,feature_request_or_praise,False
217712,VirginAmerica,2017-10-04T09:06:02+00:00,3,any info on why 1011 jfk to sfo is delayed? 😴,other,other,False
653841,SouthwestAir,2017-11-22T21:47:11+00:00,2,Why is it so hard to get/print a receipt from @SouthwestAir . always takes me longer than it should. interface/email very non user friendly.,other,other,False
337458,AppleSupport,2017-10-07T20:43:59+00:00,4,@AppleSupport The latest update 11.0.1 &amp; 11.0.2 are terrible!! The battery drains as fast as water being flushed down the toilet.,complaint,complaint,True
335433,Safaricom_Care,2017-10-07T19:39:40+00:00,3,hi my phone number 0742288494 had 25 bob last night purchased double tunukiwa offer but I only got one subscription,other,other,False
721413,TMobileHelp,2017-10-06T14:55:56+00:00,2,I got a text message saying my digits line was disconnected from my main line. Why?,other,other,True
183988,TacoBellTeam,2017-10-04T17:11:11+00:00,4,"Not only does @TacoBellTeam's mobile app never work, their orders aren't even right when you go there in person to order.  #fail https://t.co/ZyaKSpk28r",delivery_order_status,delivery_order_status,True
536670,sainsburys,2017-12-01T14:45:24+00:00,2,"Beware when shopping @sainsburys Warren Heath, Ipswich.  Used a self-service checkout earlier and all the items that had to be weighed all came out 200g heavier than they actually weigh!!  Have sent an email to customer service for their feedback.",other,other,True
466379,Safaricom_Care,2017-12-01T03:22:31+00:00,2,Cant access my MPESA account,other,account_access,True
505250,UPSHelp,2017-12-01T20:36:22+00:00,4,shocking service been waiting two full days for a collection and was told by a manager it would be tonight yet still noone !!!!!!,other,other,True
729782,SpotifyCares,2017-10-06T17:58:14+00:00,2,Yo @SpotifyCares i just got premium but realised the email i used has been deleted so how do i get the receipt for it?,other,other,True
798983,British_Airways,2017-10-20T19:34:39+00:00,4,"Home again. Thanks to the awesomeness of @British_Airways and crapness of @tfl, it took longer to get across London than from FRA to LCY",feature_request_or_praise,feature_request_or_praise,False
288731,AskPlayStation,2017-10-05T11:39:01+00:00,2,"Please, since the Firmware update of PS4 to 5.00 we can't play Gauntlet ,  Error CE-34878-0.  Please, help",technical_issue,technical_issue,False
367730,AskPlayStation,2017-10-08T17:41:10+00:00,6,help :( https://t.co/9BwR1glXTg,other,other,True
332503,AppleSupport,2017-10-07T16:36:08+00:00,4,"@AppleSupport My battery on my iphone 7 doesnt last for half a day after your latest update, why??fully charged at 10 today,30% now",billing_refund,billing_refund,True
464579,SouthwestAir,2017-12-01T03:44:21+00:00,2,Thank you @SouthwestAir for the great flight! The crew was amazing!  Love the support they gave @144837! https://t.co/4PxL9GMmxk,feature_request_or_praise,feature_request_or_praise,False
619464,AppleSupport,2017-11-22T11:31:48+00:00,4,"iOS is the worst update i have ever experienced. 11.1.2 and I still experience frustrating bugs: random slowdonws, app crashing, random reboot, freezes...",complaint,complaint,True
237440,AskPapaJohns,2017-10-03T19:10:05+00:00,10,where my discounts and free stuff sharing and jumping thru hoops on website to get nothing what a hoax I guess dominoes it is,other,other,True
729407,British_Airways,2017-10-11T05:58:59+00:00,2,"morning. I've not been able to access MMB for the last 12 hrs, am flying first thing tomorrow. Is this a known issue?Thanks",feature_request_or_praise,feature_request_or_praise,False
104679,VirginTrains,2017-11-30T18:06:44+00:00,4,can you tell me why 1S78 was cancelled at Preston?,other,other,False
575827,airtel_care,2017-12-03T07:30:50+00:00,2,"i bought my sim card on Monday, and i recharged it today, but it refuses to make calls or on my data. it says that my line is banned.(09073705389)",other,other,True
663016,AmericanAir,2017-11-23T01:33:36+00:00,2,i just left flight 5060 from Charlotte to Mobile on @AmericanAir Seat C1. I left a black drawstring bag the size of  a hand with white gloves in it. These are of great importance to me. Any help in retrieving them is appreciated. 7032299834,other,other,False
271530,Ask_Spectrum,2017-10-05T22:42:37+00:00,2,this has been what my channel on ESPN has been like the last week. What's up? Needs fixed. https://t.co/79FvEytavs,other,other,True
140382,SouthwestAir,2017-11-24T11:18:33+00:00,2,Thanks @SouthwestAir I ❤️ the direct SDF to DEN.  Moving things to #MauzyOutWest 100 pounds at a time and for free!,feature_request_or_praise,feature_request_or_praise,False
206086,AmazonHelp,2017-11-06T13:19:38+00:00,3,"Ich wäre sehr froh, wenn @AmazonHelp mal mein Mail beantwortet...",other,other,False
521150,SouthwestAir,2017-12-02T03:03:28+00:00,2,Fun!! Thanks!! Trip was smooth sailing otherwise. Glad you had pretzels as snacks. Keep em comin‼️ https://t.co/TgXUnAkQGn,feature_request_or_praise,feature_request_or_praise,False
142891,AmazonHelp,2017-11-24T12:34:27+00:00,2,hai team amazon where is my refund amount https://t.co/joXjOGIo9y,billing_refund,billing_refund,False
390611,hulu_support,2017-10-05T23:38:05+00:00,5,I am coming back to Hulu... How can I get THIS? Cc: @hulu_support https://t.co/uxFj0hAgSN,other,other,False
517423,XboxSupport,2017-12-02T00:44:47+00:00,3,My games won’t load what to do ??? @XboxSupport,other,other,True
106115,VirginAmerica,2017-11-30T15:33:34+00:00,2,"was getting ready for my flight today and had selected an exit row weeks ago, I check in and was booted to a regular seat? Premium/First are full and I can’t get my exit row back? Not cool for a 6’3” guy on a 5+ hour flight.",other,other,False
720151,hulu_support,2017-10-08T00:22:26+00:00,2,how you fix your Wisconsin vs Nebraska stream? Mmmkay?,other,other,False
570361,Ask_WellsFargo,2017-12-02T20:59:22+00:00,2,"your atm failed to spit my cash out, but the moneys missin in my acc and the clowns inside can’t even open a claim or credit me... y’all mf’s run a fraudulent ass bank",technical_issue,technical_issue,True
714223,AppleSupport,2017-10-10T21:44:55+00:00,7,Would be nice for my phone that costs a ton of money to work properly @AppleSupport!! Fix the damn update already!!!,feature_request_or_praise,feature_request_or_praise,True
174987,AppleSupport,2017-11-24T23:14:09+00:00,2,"how come Apple Pay isn’t working on @9891? Every time I attempt to finish it, it says “Payment not completed.”",billing_refund,billing_refund,False
143627,Uber_Support,2017-11-24T12:52:42+00:00,2,"the cab driver asked grandparents to cancel uber &amp; pay him, when they said ‘No’, he asked them to step down in middle nowhere &amp; drove away. What kind of shit is that?",other,other,False
739780,AmazonHelp,2017-10-11T13:08:56+00:00,2,Hey @115850 Please don't send 'Out for delivery' email after package is delivered :D,delivery_order_status,delivery_order_status,False
334452,AmazonHelp,2017-10-07T20:13:32+00:00,2,"would be arriving to me tomorrow. It's clearly and error since I used the emailed return label for it, wanted to ask to be safe.",technical_issue,technical_issue,False
126238,AmericanAir,2017-11-06T00:48:56+00:00,4,shoutout to Christy (sp?) at .@AmericanAir customer service for helping me resolve a mileage based reservation issue of my doing #urock #thx,other,other,True
675306,Uber_Support,2017-11-23T10:29:07+00:00,2,I gave up after 3 attempts and 3 driver cancellations to get home over 30 mins ago. Take me back to the uber I could rely on.,other,other,False
169517,AmazonHelp,2017-11-24T21:22:14+00:00,7,I’m trying to purchase watch dogs 2 for a lighting deal but It won’t let me. And yes I am a prime member. https://t.co/OwPhkrJTaC,other,other,False
378150,ChipotleTweets,2017-10-09T04:29:19+00:00,6,Chipotle got rid of Chorizo #sad @ChipotleTweets,other,other,False
482466,SpotifyCares,2017-12-01T00:12:12+00:00,2,Do you realize that users must touch those tiny dots on the right to add songs to a listening queue? Anywhere on the left plays the song immediately and destroys all your effort and you must start over. Test it. Why can’t the dots be bigger? https://t.co/wg5vfLr3My,other,other,False
384863,Uber_Support,2017-10-09T11:24:07+00:00,2,got charged £3.50 cancellation fee from my last trip. Driver never indicated he was outside. Not sure how this is my fault.,billing_refund,billing_refund,False
815449,AppleSupport,2017-10-10T21:34:23+00:00,2,@VerizonSupport which one of you should I be hitting up for this? ...just got my replacement yesterday. #Help #Apple #verizon https://t.co/g34tIxqqBd,other,other,True
494433,Safaricom_Care,2017-12-01T16:46:12+00:00,4,Forgot bonga points pin. Any help?,other,other,False
670118,hulu_support,2017-11-21T15:40:05+00:00,4,"Man @115940 help center sucks. They charged me months after I canceled and they I've spend 30 minutes on chat where the guy answers every 4 minutes, then starts asking me to look up my past history on my bank account to figure out when I cancelled. Ridiculous. #Hulu",billing_refund,billing_refund,True
396624,TacoBellTeam,2017-10-08T18:15:31+00:00,5,Sweet crunch wrap @118625 https://t.co/F7EF02YzKp,other,other,False
472231,,2017-11-30T10:29:59+00:00,3,"It’s beginning to feel a bit like CHRISTMAS! In the lead up to the big day, we’re giving away 12 awesome prizes! Keep an eye out on our social feeds for your chance to win! #12DaysofVmas https://t.co/2QqEZzAAMK",feature_request_or_praise,feature_request_or_praise,False
668233,UPSHelp,2017-11-23T02:16:57+00:00,2,"Hello @115817 @UPSHelp, do you train drivers to honk at &amp; challenge people who ask them to please not block the street? Video of incident at 309 SW 3rd, Portland OR 11/22/17 2:05p https://t.co/Vjb2YuoVga @30347",other,other,True
700550,GWRHelp,2017-11-23T16:35:35+00:00,2,"Gotta love standing in the aisle of a train because your reserve seat has been taken , floors looking comfy though👌👌 @GWRHelp #uk #trains #gwr #britishproblems",other,other,False
29926,Morrisons,2017-11-01T09:25:27+00:00,6,is somebody taking the mickey or what??!! https://t.co/0JpaIpPFCt,other,other,True
380716,AmazonHelp,2017-10-09T09:01:33+00:00,12,Lately @115821 sucks.,other,other,False
774968,ChipotleTweets,2017-10-12T02:21:16+00:00,3,I love this cheese crisp thank you https://t.co/ODmHD7dQKx,feature_request_or_praise,feature_request_or_praise,False
135658,Uber_Support,2017-11-24T09:25:23+00:00,4,still waiting for your reply,other,other,False
529419,idea_cares,2017-11-21T10:16:21+00:00,4,"why no roaming for idea in Djibouti(+253), for my no:+919744162648 https://t.co/HyTD2JrV4u",other,other,False
761061,TacoBellTeam,2017-10-11T14:08:49+00:00,4,really pisses me off. They claim they would send me something and a month later still don't have it. Go to TBell last night and,other,other,True
751563,Tesco,2017-10-11T17:12:00+00:00,5,I thought my spinach &amp; ricotta was lacking in the ricotta!Then I got my chicken &amp; bacon out! Wow! Spot the few tiny bits of chicken! https://t.co/1jXTK94pzt,other,other,True
616008,XboxSupport,2017-10-11T02:37:44+00:00,2,Can’t even play 2k18 on Xbox one s fix yo dam servers @XboxSupport,other,other,False
135590,SW_Help,2017-11-24T08:54:38+00:00,4,"9th train this week only one, ONE has run on time. Notmally I wouldn’t mind but it’s been this way since August. Also still awaiting the reply to my complaint letter 7 weeks and multiple reminders still nothing.",other,other,False
763747,AmericanAir,2017-10-11T20:56:58+00:00,5,Yo @AmericanAir why is the flight I’m on just landing at IAD without notice when it was supposed to land at DCA?,other,other,False
153109,AskTarget,2017-11-24T11:12:20+00:00,2,"it would have been nice to know your Salem, MA store doesnt open until 8am despite all your ads saying 6am",other,other,False
579662,VirginTrains,2017-12-03T10:22:44+00:00,2,hi will services from Eus to Man Picc definitely be running from midday? Gotta be at the Etihad for the football.,other,other,False
723410,SouthwestAir,2017-10-11T02:57:21+00:00,2,"I'm planning my anniversary trip...8 hrs ago SAT-EWR tix were $83, now they're $273...any way I could pay the $83? #help",other,other,False
231510,AmazonHelp,2017-10-05T10:00:29+00:00,3,ん？これ Kindle Unlimited 読み放題とどう違うんだ？月10冊迄ってのも同じなのに追加料金もない自動付帯無料サービスって事になってる。,other,other,False
545188,AppleSupport,2017-12-02T09:44:38+00:00,2,please explain to me how to access this and why it’s happening. https://t.co/W851WI2aab,other,other,False
727547,Ask_WellsFargo,2017-10-11T06:41:32+00:00,3,So @116827 charges me $3 to use their ATM with a @116016 card. Chase charges me $5 aswell.,other,other,True
71578,British_Airways,2017-11-30T08:28:21+00:00,2,I must say @British_Airways new safety video is hilarious and I actually paid attention the entire time! Well done! #oneworld,other,other,False
680190,AskTarget,2017-11-23T02:45:04+00:00,2,"Why does @116062 say that they have an item on their website, then we go to several targets for them to just tell us that they do not have it?! Beyond frustrating.",other,other,True
811742,TMobileHelp,2017-10-12T19:32:53+00:00,2,whyyyyyy are your usb-c charging cables so expensive? I bought a zmaxpro from you guys SIX months ago and it already doesn't work,technical_issue,technical_issue,True
561460,ChaseSupport,2017-12-02T21:52:41+00:00,6,Why can't I change my preferred language on your mobile app? Is this not an option? Do I have to change it by some other method?,other,other,False
393600,AppleSupport,2017-10-09T04:38:42+00:00,4,Dear IOS 11 I hate you. Sincerely me  @115858 get on that. Touch screen doesn’t wann respond. Brand new phone.,complaint,complaint,True
788163,GWRHelp,2017-10-12T10:31:31+00:00,4,thanks to the lovely train manager this morning Reading to Worcester. Helpful and kind x,feature_request_or_praise,feature_request_or_praise,False
157280,sprintcare,2017-11-24T17:04:09+00:00,5,"Fun fact learned today:  An iPhone on @115714 cannot make a call &amp; access LTE.  So if u need maps &amp;  someone calls, or need to find something requiring internet while on a call, u out of luck.  When I asked store when it's going to be fixed?  ""I dunno.""  How is this possible?",other,other,True
667571,XboxSupport,2017-11-23T03:07:07+00:00,2,my Xbox One X keeps randomly disconnecting from the internet in the middle of a game.  It’s been happening since I bought it on launch day.  I’ve already reset my router and reconnected the Xbox multiple times.  Is there gonna be an update for this issue?!,account_access,account_access,False
665369,marksandspencer,2017-11-02T20:23:03+00:00,2,my order was delivered but items are missing! What can I do?The box only fits boots I ordered but everything else not there,delivery_order_status,delivery_order_status,True
688731,airtel_care,2017-11-23T13:59:24+00:00,4,please I need to talk to a customer service agent and 111 doesn't have that option atm.,other,other,True
227726,AmazonHelp,2017-10-05T07:49:37+00:00,2,prime reading凄すぎてますますプライム会員やめれない(*ﾟ∀ﾟ*),other,other,False
704911,Delta,2017-11-23T19:12:00+00:00,2,"employees from seattle, carla “with a c” &amp; david a., were the rudest people i have ever met &amp; deliberately made us miss our flight home for thanksgiving. we were at the gate in time &amp; were booked on the flight. they would not take our tickets &amp; slammed the door in our face",other,other,False
756081,hulu_support,2017-10-08T14:46:37+00:00,4,"I've got to say, @115940 really sucks. Tried several times and so many issues, including the ""help"", I give up.",other,other,False
79925,sainsburys,2017-11-29T20:06:52+00:00,2,can I pay for next day Delivery/Click and collect or is it just standard 3-5 / 7 days?,other,other,False
49441,GWRHelp,2017-11-01T17:26:21+00:00,5,what’s the seat protocol if you have a reservation but there’s no notification on the physical seat? Asking for a friend.,other,other,False
261450,McDonalds,2017-10-05T08:19:22+00:00,2,Quiero unos chilaquiles &amp; papitas de McDonald’s,other,other,False
168860,AppleSupport,2017-11-24T20:59:19+00:00,3,@AppleSupport My moms phones glitching. Really not happy with this. #iphone #update #glitch https://t.co/UBYV0WT7eu,technical_issue,technical_issue,False
654708,GWRHelp,2017-11-22T21:41:02+00:00,2,announcement said train is delayed due to broken down train or is it as the per app???? #mixedmessages https://t.co/0zX5EiOGWB,technical_issue,technical_issue,False
631022,VirginTrains,2017-11-22T15:52:34+00:00,2,"Milk and beans, Milton Keynes. I found that just as childishly funny as the Train Manager on my @VirginTrains back home. Train bants, yeah!",other,other,False
791694,SouthwestAir,2017-10-12T12:56:23+00:00,2,Time to rack up @southwestair points 🌸🌺🏖 https://t.co/6Ug0kGonBg,other,other,False
295255,AskLyft,2015-08-20T23:36:01+00:00,12,Is there really no way to stop your app from sending push notifications for coupons? Insanely annoying. They aren't even for my city.,other,other,True
724162,ATVIAssist,2017-10-11T02:56:33+00:00,14,why don’t I have my DLC’s on my account anymore.   Xbox one GamerTag SoapLegends342,other,other,False
30344,SW_Help,2017-11-01T11:14:04+00:00,5,Horror sinks in as I realise I'm travelling @119696.,other,other,False
415740,AmazonHelp,2017-10-10T01:47:14+00:00,4,"""Fill out a form and we'll get back to you."" Wonderful. I understand why some loathe @115821. https://t.co/JlbSKG3X3a",other,other,False
210812,TacoBellTeam,2017-10-03T13:40:56+00:00,2,@118625 My code is invalid :-( https://t.co/VYe4qhZ5my,other,other,True
220490,AskVirginMoney,2017-10-04T10:35:01+00:00,9,hello 👋🏻 how can I renew my annual travel insurance? Is there a live chat online I can confirm my expiry date? Thanks! 🙂,feature_request_or_praise,feature_request_or_praise,False
310134,VerizonSupport,2017-10-07T01:45:00+00:00,9,I feel like @115725 has gotten a lot slower recently and it pisses me off 😡,other,other,False
748924,TMobileHelp,2017-10-11T16:33:46+00:00,6,I feel like we brought someone over to @115911 and it's nothing but hassle and a waste of time. #BetterFixIt,other,other,True
459403,AskPayPal,2017-11-29T15:13:58+00:00,2,I have to cancel. You keep charging my debit card when I specifically request PayPal credit. Damit I could use my debit card without you.  #thanks,feature_request_or_praise,feature_request_or_praise,True
816071,ATVIAssist,2017-10-12T18:16:50+00:00,2,fix y'all shitty game it won't fucking download 😒😒 WTH is going on,other,other,True
292824,AmazonHelp,2017-10-06T16:40:37+00:00,10,The customer service from @115830 dealing with fraud is appalling.,other,other,False
612818,UPSHelp,2017-10-04T03:02:07+00:00,3,are you making deliveries in Puerto Rico? Trying to get a package to some family members! Thanks!,delivery_order_status,delivery_order_status,False
476235,Safaricom_Care,2017-12-01T10:14:23+00:00,2,Safaricom you're not responding and am tweeting for assistance?,other,other,False
203715,hulu_support,2017-11-17T01:51:56+00:00,8,can you provide some info on this error. 22 minute show takes over 30... https://t.co/l8SnXmCohG,technical_issue,technical_issue,False
57844,AldiUK,2017-11-01T19:27:30+00:00,3,we was hoping to buy this tomorrow. I was looking at the photo and we noticed that there is two number 12s thanks @129121 https://t.co/9kJCZwG4eX,feature_request_or_praise,feature_request_or_praise,False
283714,British_Airways,2017-10-06T11:18:55+00:00,12,Can you guys maybe give me my bag back soon? Thanks.,feature_request_or_praise,feature_request_or_praise,False
272307,XboxSupport,2017-10-06T02:26:46+00:00,3,the #XboxQuests is not appearing in my gold hub... how can i fix this?,other,other,False
749707,AmazonHelp,2017-10-11T17:29:43+00:00,2,"It pains me to do this, but I've had it. Why is it that every time I place and order and you @115821, are the carrier, my order gets lost? 😟",delivery_order_status,delivery_order_status,False
266217,McDonalds,2017-10-03T00:34:28+00:00,2,Looks like I’ll be driving to Riverside for that Szechuan Sauce from McDonalds on the 7th,other,other,False
203200,SouthwestAir,2017-10-04T14:39:34+00:00,2,Horrible experience traveling with 2 small kids &amp; terrible service from gate staff. No #SouthwestHeart here,complaint,complaint,True
329015,marksandspencer,2017-10-11T13:55:57+00:00,2,"Ready to Eat? Complete with soil? The pepper was also off, so I had to chuck most of it away... https://t.co/T6CIGkgzkk",other,other,False
774005,ChaseSupport,2017-10-12T00:43:36+00:00,2,hey @126402 - any idea why @116016 @116450 club credit card is $450 and club membership from UA direct is $550? What am I missing?,other,other,True
581755,AldiUK,2017-12-03T10:32:16+00:00,3,opened no.3 nothing in there! Opened the entire box and not enough charms left for each window. This is disappointing. Please advise! No receipt. Was a gift from my husband. https://t.co/lie8bOiy5k,other,other,True
157403,ATVIAssist,2017-11-18T21:17:19+00:00,2,Hey @115765 and @115766 I accidentally spent my prestige token the other night on a sniper when i was blackout. Any way I could get that token back? xoxo thx - Big Tom,other,other,False
607675,GreggsOfficial,2017-11-22T11:55:25+00:00,2,LIFE GOALS!! Managed to get my mitts on a @GreggsOfficial advent calendar! #goodwife #sausagerollbabyjesus https://t.co/qsIopNnOZj,other,other,False
25555,Morrisons,2017-11-01T08:09:48+00:00,3,- how much will the new call of duty game on PS4 be instore??,other,other,False
222284,MTNC_Care,2017-10-04T20:49:38+00:00,15,Y'ello @MTNC_Care!,other,other,True
129665,AmazonHelp,2017-11-24T06:02:47+00:00,5,@115821 I ordered Alexa from Amazon India. It was the prepaid ordered. The delivery agent marked it as delivered without actually delivering the order. I have already contacted the customer care 4 days back. This is a very weird experience.,delivery_order_status,delivery_order_status,False
236083,HPSupport,2017-10-04T18:00:04+00:00,4,I'm having trouble connecting my printer to my computer #hppsdr #ijkhelp,other,other,True
592988,AirAsiaSupport,2017-11-29T14:09:00+00:00,2,"hi, i would like to enquire whether hair straighteners are allowed on cabin bag?",other,other,False
311294,AmazonHelp,2017-10-07T02:25:06+00:00,26,"for orders lately, prime doesn't deliver giving false reasons. Why lie, deliver next day if u busy. Complained but NO ACTION :( https://t.co/zU0jm1gebg",delivery_order_status,delivery_order_status,False
11356,AskPlayStation,2017-10-31T22:55:17+00:00,2,I’m getting no audio at all. I already restarted my PS4 twice already?? #help,other,other,False
38143,AmazonHelp,2017-11-01T14:26:21+00:00,4,"Bonjour, pas de nouvelles de ma commande censé arriver hier 402-7454769-1903530.. pouvez vous m'aider ?'",other,other,False
